Dump generated at 2018-10-11T00:53:11.084154
Rank	Team Name	School	Score
2546	JohnnyCash	MTC, Harrisonburg, VA	275
2547	MoCon21112	Mtc, Harrisonburg,VA	275
2548	kluong4841	DATA	275
2549	SneakyHackBois	Fayette County High School	275
2550	fullyp	golden valley high school	275
2551	#ColdBreakers	Washingtonprep hs	275
2552	Rogelio	Franklin High School	275
2553	kimko314	Buchholz High School	275
2554	Jamar02	Theodore Roosevelt	275
2555	josue24waves-wat	Roosevelt Highschool	275
2556	Armando9009	Roosevelt 	275
2557	estorres29	TRHS	275
2558	josuemorales978	Roosevelt	275
2559	cwehner	Hun School	275
2560	ivlilly	Padua Academy, Delaware, DE	275
2561	Jmazzola2021	Padua Academy, Wilmington Delaware	275
2562	DataD489	Rosevelt HS	275
2563	Gucci Gang	DATA	275
2564	BenGress	Tumwater High School	275
2565	AwesomePineapple395	standing fast academy	275
2566	jgarcia4743	Roosevelt High School DATA	275
2567	wmaier7956	Roosevelt (DATA) high school TX	275
2568	Konaturai	Naaman Forest HS, Garland, TX	275
2569	joeyf216	riverview high school	275
2570	coffee overlords	collins hill	275
2571	datDude	Walter Johnson HS	275
2572	The Leviathans	Dehesa Charter School	275
2573	drwoof7	Wade Hampton	275
2574	wildCatLosers	Arundel High School, Crofton, MD	275
2575	themoddez	Sandy Grove Middle School	275
2576	Connor0521	Ashwaubenon High School	275
2577	HailToTheKing	South Newton HS, Kentland IN	275
2578	rubixhits	Santa Fe Prep	275
2579	Robloxian Amry	Lake Braddock	275
2580	Caden	Redlands East Valley High	275
2581	tonyrevelles123	Redlands East Valley High School	275
2582	kross	redlands,ca	275
2583	Fade112	Redlands East Valley	275
2584	BPCSD	Broadalbin Perth Central School District	275
2585	PATRIOTS 2018-2019	Broadalbin-Perth High School	275
2586	Burke Gangstas	Lake Braddock	275
2587	CyberAlex	Redlands East Valley, Relands, CA	275
2588	Djdeath877	Redlands East Valley 	275
2589	nani21	Redlands East Valley High School 	275
2590	zhiruichen	Faith Lutheran 	275
2591	jeffrey212	lake region vocational center	275
2592	lolice, FBI OPEN UP	barstow high school	275
2593	The Creamy Layer	Barstow High School, Barstow Ca	275
2594	seyfriedc	Greens Farms Academy	275
2595	mjon9678	Alta High School	275
2596	LOLOL69	verdugo hills high school	275
2597	roman1337	verdugo hills hugh school	275
2598	jaboi	Alta High	275
2599	HydroPhobics	Alta High School	275
2600	Washington CyberPatriots	Washington prep high school	275
2601	goodteamname	Twin Lakes Highschool	275
2602	svelli9219	Mount Hebron	250
2603	c1oneman	Millard North HS	250
2604	PattyMasters	Wash High	250
2605	davidz501	Amador Valley HS	250
2606	spencerlane2003	Berkeley Carroll	250
2607	fluffymastodons	Warwick High School	250
2608	Gary	Falcon HIgh	250
2609	Cupertino Immigrants	Amador Valley High School	250
2610	richardpro	Amador Valley	250
2611	Nexus	Savannah Early College	250
2612	TheShortBois	Countryside highschool	250
2613	Phantom Lord	TLHS	250
2614	mary	East Brunswick High School	250
2615	KennyG	East Brunswick High School	250
2616	kaustubhSimha	Cerritos High School	250
2617	230285	Palos South Middle School	250
2618	230371	Palos South	250
2619	Three musketeers	Monterey High School	250
2620	Josephine18	Eastern Oklahoma County Technology Center	250
2621	xericbrain	Richard Montgomery High School	250
2622	Thicc Bois XD	Omaha North High	250
2623	BigJamain	global prep	250
2624	RIO	calle mayor middle school	250
2625	lasser	Countryside High School	250
2626	Jibby	Central crossing high school	250
2627	darth41502	Central Crossing 	250
2628	22HinzSt	Twin Lakes, Monticello, IN	250
2629	230081	Palos South	250
2630	ncaclassroom2	Naperville Christian Academy	250
2631	NoSkins	West Allegheny	250
2632	Flagpole Fanfare V2	grissom high school	250
2633	qwertyuiop24	Palos South	250
2634	sulav361	Grissom High School	250
2635	1056809	South High, Torrance	250
2636	jame	Academy for Science and Design	250
2637	fortnite_video_clipes	daycreek intermediate	250
2638	Control Alt Falcon	Highlands Ranch High School	250
2639	Arrowind2001	Barstow high school	250
2640	rumblepony768	gilbert high school AZ Gilbert	250
2641	TrumpetsYouKnow	Algonquin Regional High School	250
2642	LilWindex	Evit	250
2643	DioBrando	East valley of technology	250
2644	InfiniteSaltz9	CHS	250
2645	Uno	cosumnes oaks	250
2646	Cyber Riders	Roosevelt High School	250
2647	dgarcia	Roosevelt High School	250
2648	anaheim901	Oxford Academy, Cypress, CA	250
2649	day2001day	James Whitcomb Riley High School	250
2650	JGL	goldevalleyhs.org	250
2651	shizball	Highlands Ranch Highschool	250
2652	patrickshannon	La Jolla High, Ca	250
2653	VApatriot1	TJHSST, Alexandria, VA	250
2654	Order of the Coders	Princeton High School	250
2655	Lightfoot Fan club	East Lake	250
2656	MaximilianSpieler	Hun School of Princteon	250
2657	cfancyy	Matoaca High school	250
2658	Soviet U.S.S.R	SandyGrove middle school	250
2659	ac905	Solomon Schechter	250
2660	skunkboywonder	Brenham High School	250
2661	Rushhour Renegades	Clear Springs High School, League City, TX	250
2662	iolson23	Santa Fe Prep, Santa Fe, NM	250
2663	StephenBlah	Princeton High School	250
2664	WhateverYouWant	Alta High School	250
2665	Phantom Thieves	Mitchell High School	250
2666	gamecube27	fallbrook high	250
2667	A33802	Granada Hills Charter High School	250
2668	The Hegals	Blue Springs South	250
2669	Gump00	Indian Valley	250
2670	legatos	San Ysidro High School	250
2671	Meme Team	Brenham High school	250
2672	byuh	Alta high school	250
2673	geometric shapes	Alta High School	250
2674	Picoasdf	Alta High School	250
2675	prarie crackers	ronan high school	250
2676	Merrsy11	Pajaro Valley High School 	250
2677	Team7	Ronan High School	250
2678	crowper1	Cerritos High	250
2679	PACTF	Proctor academy	250
2680	ashleygilbey	Mt Hebron	225
2681	PeculiarMonkey	Fletcher Middle School	225
2682	ssinkar	East Brunswick High School	225
2683	kevinxsu	Piedmont Hills High School 	225
2684	Team Breakdown	Marlboro Highschool	225
2685	3107066	Matoaca	225
2686	Stutzie	Tumwater High School	225
2687	swag	Blue springs south highschool	225
2688	knightmatt	Padua Academy	225
2689	Angel365	Roosevelt	225
2690	CyberRiders	Roosevelt	225
2691	toebahbee	Highlands Ranch High School	225
2692	enrique3	fallbrook high school  	225
2693	LEVY	Elsinore High School, Wildomar, Ca	225
2694	KSu	Pricneton Highschool	225
2695	ChewkokLong	Barstow High School	225
2696	Dbra	Alta	225
2697	Surviv.io is a bad game	Washington-Lee High School	200
2698	YukitheShadow	mvhs	200
2699	Devil's Angel's	Eastlake High School	200
2700	CyberSecurity101	Mt. Vernon High School	200
2701	tkessis	Upper Arlington Highschool	200
2702	The Kool Kids 	Mount Vernon High School	200
2703	Commit	Cabrillo High School	200
2704	Avon Old Farms Cyber	Avon Old Farms School, Avon CT	200
2705	BryceHojo	Cerritos High School	200
2706	Yoshi Commits Tax Fraud	Eastlake	200
2707	bunmed	Mt Vernon	200
2708	tanusri	Cerritos High School	200
2709	The Karls	Mead High School	200
2710	2kool4skool	Washington High School	200
2711	T&P 	Mead High School	200
2712	Myles	Mt.Vernon High School 	200
2713	ECHO 1	Rocklin High School	200
2714	PhantomTime	Mead High school 	200
2715	gragfire	West High School	200
2716	kb305669	davenport West HS	200
2717	infinite scarf	Davenport West High School	200
2718	ggibby0	Glenbrook North	200
2719	SampleText	Eastlake HS, El Paso, TX	200
2720	rigbacus	Parras Middle, Redondo Beach	200
2721	Citron407	Advanced Technologies Academy 	200
2722	SovietRussia	Mililani High School HI	200
2723	thebiggas	ATECH	200
2724	Doomedpizza	John H. Francis Polytechnic HighSchool	200
2725	2kool4$kool	Eastlake 	200
2726	St. Georges Hackers	St Georges technical Highschool	200
2727	HackGR	Glen Ridge High School	200
2728	legoironman1234	Carnegie Vanguard High School, Houston, TX	200
2729	Amarah	Martin luther king high school	200
2730	zzx	TJHSST	200
2731	int elligence;	Montgomery Blair High School, Silver Spring, MD	200
2732	dardar	Mission San Jose High School	200
2733	YUVnOERCUVFmZzdUd1hueHJoVUh4Zz09 	Grissom High	200
2734	yamyamx2	Bergen Coutny Acdemies	200
2735	yandhi	East Brunswick High School	200
2736	Teamidk	Countryside High School	200
2737	liquidflix	Blue Springs Freshman Center	200
2738	rayne26	limcoln	200
2739	We Showed Up	Countryside High school	200
2740	Shark Hetark	East Brunswick High School	200
2741	arica74	Spotsylvania High School	200
2742	HowdyMisterPengu	CHS	200
2743	AmazingGuy	Cerritos Highschool	200
2744	429359	cerritos high school	200
2745	TylerRuste	Cerritos High School	200
2746	Ethan133	Cerritos high school	200
2747	Tech1308	Cerritos High School	200
2748	Woag	Cerritos High School	200
2749	instantmatcha	Cerritos High School	200
2750	CarlShin	Cerritos High School	200
2751	429436	Cerritos High School, CA, California	200
2752	miaanamos	Cerritos High School	200
2753	rannamaneni	East Brunswick High School, NJ	200
2754	kaelcastilllo2012	Northwest Highschool	200
2755	RTGthegod	cerritos high school	200
2756	pdas2	East Brunswick High School	200
2757	ericchan999	Cerritos	200
2758	at26319	East Leyden Highschool	200
2759	th25617	East Leyden High School, Franklin Park, IL	200
2760	Taryn	lincoln academy	200
2761	team Blue 	Luther High school 	200
2762	Academic Integrity	South Windsor High School	200
2763	W01LF	George C. Marshall High School	200
2764	eu1ey55	Santa Teresa	200
2765	1040395	South High School 	200
2766	thaliageorge	South High School, Torrance, CA	200
2767	pinkharmbeiscooll	south high	200
2768	pizza	south high school	200
2769	dumbo	South High School 	200
2770	XtremeTeam	Bainbridge High School	200
2771	calypso	Cerritos High School	200
2772	kevingomez554	Rialto High	200
2773	Razeth	McNeil High School	200
2774	Turduckenz	West Milford high school	200
2775	jpatel22	West Allegheny 	200
2776	Blonde Boyz	burlington township high school	200
2777	nate073001	southwestern career academy 	200
2778	MARS	Mars Area High School	200
2779	luisj1010	career academy 	200
2780	Bud123	Southwest Career Academy, Columbus Ohio 	200
2781	MasterHacker69	Westland	200
2782	Renis	Burlington Township High School 	200
2783	bkot22	West Allegheny, Imperial, PA	200
2784	Geniousbillionare 	West Allegheny Pittsburgh PA	200
2785	warhawksSHS2	Clearwater	200
2786	samamy	Piedmont Hills High School	200
2787	slarseg034	north	200
2788	BoomCow	DayCreek	200
2789	Big Guap	Day Creek intermediate, Rancho Cucamonga, CA	200
2790	SamPorter	LRHS	200
2791	Lewis	Omaha North High School	200
2792	THE HACKERS	DayCreek Intermidiate school	200
2793	deadshot27	fallbrook hs	200
2794	slenderwolf442	fallbrook high school	200
2795	DK7	Cerritos High, Ca	200
2796	FRA	Franklin Road Academy	200
2797	tedybrucshi54	Sacopee Valley High School	200
2798	Don't Join	West Allegheny High School, Imperial, PA	200
2799	Pepperoni21	Omaha south high	200
2800	KKrimika	Cerritos High School 	200
2801	SSSJ4810	Westlake High School	200
2802	Kn1ght	Cerritos High School, Cerritos,CA	200
2803	RiceAndJello	Cerritos High School	200
2804	JacobKanfer	Marjorey Stoneman Douglas	200
2805	Ursa_Major	Great Mills High School	200
2806	kwiathacker	Mcdowell	200
2807	cyberteamseminole	Seminole High	200
2808	tombsleep	ITSA	200
2809	Ovuvuevuevueennyuent	Matoaca High School	200
2810	HenryMartinez	Granada Hills Charter High School	200
2811	ikunamy	Day Creek Intermidiate	200
2812	Kay345744	Day Creek Intermediate	200
2813	KennethR	Day Creek Intermediate School	200
2814	gregblah	Fallbrook High School, Fallbrook, CA	200
2815	H3X	Butler Tech 	200
2816	SUPERNATURAL 	west washington 	200
2817	T-34's	Fox Highschool	200
2818	jrfarlow	Forsyth Central High School	200
2819	c21jf	Dalton	200
2820	GORG	Kealing Middle School	200
2821	iiHakunna	San Jacinto Leadership Academy	200
2822	DrSmallss	San Jacinto Leadership Academy	200
2823	MCWeeWee	San Jacinto Leadership Academy	200
2824	Blk2mamba	SJ Leadership Academy	200
2825	Bowsette757	SJ Leadership Academy	200
2826	Stuff16	SJ Leadership Academy	200
2827	Chewy21Hobo	SJ Leadership Acadamy	200
2828	Sebas21	SJ Leadership Academy	200
2829	YeetYeetSkeetSkeet	SJ Leadership Academy	200
2830	ChickenBOI24	SJ Leadership Academy	200
2831	OneThiccboi14	san jacinto leadership academy	200
2832	CelestialBronze0320	San jacinto leadership academy 	200
2833	CarbanakRisk	Jefferson High School, Harpers Ferry, WV	200
2834	zip2nulls team	mundelein high school	200
2835	YOLO	Waipahu High School	200
2836	jkas	Michigan	200
2837	Gucci	Hocker Grove	200
2838	TheFriendlyDoc	Fort Couch	200
2839	zirro	Pickerington High School North	200
2840	Anonymous	blue spring freshman center	200
2841	BlazinBlueJay	MTC	200
2842	This ain't it 	RBRHS	200
2843	PraskiEthan	Jackson Memorial High School	200
2844	JulianaVanyi6	Jackson Memorial High School	200
2845	mikeuveges	Jackson Memorial High School, Jackson, NJ	200
2846	hfr1011	Jackson Memorial	200
2847	timsals22	Jackson Memorial High School, NJ	200
2848	MilSch629	Jackson Memorial High School	200
2849	aalyssaorlando	Jackson Memorial High School	200
2850	RyanRankin	Jackson Memorial High School	200
2851	laurenoelary62	Jackson Memorial High School	200
2852	alexmo34	Jackson Memorial High School	200
2853	DTrust94	Jackson Memorial High School	200
2854	papa	Jackson Memorial High School	200
2855	ElizabethK08	Jackson Memorial Highschool	200
2856	NonexistentEyebrow	Palos South	200
2857	117741	EVIT	200
2858	116423	Evit	200
2859	Professional Gamer	Grissom Virgil I. High School	200
2860	bland	Herriman High Schol	200
2861	borogov	Troy High School	200
2862	shibby	FaithLutheranMS	200
2863	FallenSnow	Strath Haven	200
2864	Haven Hackers	Strath Haven High School	200
2865	mhinog17	Theodore Roosevelt	200
2866	thunt7400	Roosevelt	200
2867	LoganCypser	Albemarle High School, Charlottesville VA	200
2868	Cyber riders	Roosevelt high school	200
2869	moises	Roosevelt High School	200
2870	w0Lv3rin3	Tumwater highschool	200
2871	NotaHacker	East Rockingham High School	200
2872	akoh	Palos South 	200
2873	Watty Walnuts	Red Bank Regional	200
2874	334854	la jolla	200
2875	tweirtx	Cedar Park High School	200
2876	OA DeepThought	Oxford Academy	200
2877	starwacher72	grandview 	200
2878	2bae	BASIS Independent McLean	200
2879	redmonke	Bedford High School	200
2880	isaacwu111	Highland Park High School	200
2881	Dreadnought	Dublin High School	200
2882	sandman41102	Mid-Del Technology center	200
2883	Nikoup132	San Marcos High School	200
2884	jasminelugo	Clear Spring High School	200
2885	Yaboi3084910alfred	Matoaca	200
2886	The Noobs	sandy grove middle school	200
2887	"Insert team name here"	Sandy Grove Middle School	200
2888	Jaydon i$ @w$0m3	Sandy Grove Middle school	200
2889	apple314	Vandegrift High School	200
2890	tasmanmoskowitz	Niwot High School, Niwot CO	200
2891	GabrielGarciaDB	Elsinore High	200
2892	dboy2047	Elsinore High School	200
2893	XXXTENTACION	Hazelwood West High School	200
2894	WizKid88	Ashwaubenon Highschool, Green Bay, WI	200
2895	firkinsk21	South Newton HS	200
2896	3083912	Matoaca High School 	200
2897	Eliott01	Roosevelt High School	200
2898	dchav0749	Data	200
2899	jessse7	Redlands East Valley High School	200
2900	jad3n14	Redlands East valey high School	200
2901	Trollalolla	redlands east valley	200
2902	ducks	Alta High School	200
2903	SRARangers	Santa Rosa Academy	200
2904	HOBOparty	AltaHighschool	200
2905	Prison Mike 44	Alta High, Sandy, Ut	200
2906	ebag5886	Alta	200
2907	Cadin	redlands east valley	200
2908	MikeyLopez11	REV	200
2909	Maxaustinhavens	redlands east valley 	200
2910	Martin862002	Redlands East Valley	200
2911	SanEmily200	Redlands East Valley High School	200
2912	Guy	Redlands East Valley	200
2913	Devium	Granada Hills Charter High School	200
2914	Aaron123	Faith Lutheran 	200
2915	Caden202	Faith Lutheran 	200
2916	Ricky Seals Jones	Village Academy 	200
2917	HAHAHA	Alta High School	200
2918	whatisgoingon	Troy High School	200
2919	The Non-Binary's 	Barstow High School	200
2920	Alden	Green's Farms Academy, Westport, CT	200
2921	kinyoncarter	Alta High School	200
2922	mcdonaldc	GFA	200
2923	Attack Helicopters	Alta High School	200
2924	SWORDFIGHTERS	San Ysidro High school	200
2925	Argam123	Verrdugo hills high school	200
2926	BULLy	Verdugo Hills High School	200
2927	sl1032873	South High School	200
2928	Thepaulirvine	Elsinore High School	200
2929	"E"	Mt. Lebanon High School	200
2930	obama	Roosevelt High school	200
2931	ryakim22	Bergen County Academies	175
2932	TSMWHO123	Cerritos High School	150
2933	Porky	Cerritos High School	150
2934	laxbro2136	sachem high school east	150
2935	tmando23	Davis High School	150
2936	JP and Friends	Harvard Westlake	150
2937	Jew and Friends	Hazen High School	150
2938	the boys	Washington Lee High school	150
2939	Jimbo	OHCHS	150
2940	notcoolkidxd	Cerritoshigh,cerrtios California 	150
2941	Gabe04	Cerritos High School, Cerritos, CA	150
2942	PartyPlace10	Cerritos High School	150
2943	Brice36698	Mt Vernon High Shool	150
2944	Nayana	Del Norte High School	150
2945	coldatomic	cerritos high	150
2946	CommandoPea	Cerritos High School	150
2947	A5let	Cerritos High School	150
2948	HackermanFanClub	East Leyden High School	150
2949	19fanningal	Twin Lakes Senior High School	150
2950	aamadis47	Sandy Grove Middle 	150
2951	Gusherss	Sandy Grove Middle School	150
2952	noahg29	East Leyden	150
2953	JB008	East Leyden High School	150
2954	yes	East Leyden High School	150
2955	CafeReader	Ledyard High School, Ledyard, CT	150
2956	Ow26531	East Leyden	150
2957	An24709	East Leyden, Illinois, IL	150
2958	Thereare100genders	East Leyden	150
2959	rahulskandamahesh	South Windsor High School	150
2960	spiderman333344	St Georges Technical High School 	150
2961	wyattanderson	Herriman High, Herriman, Utah	150
2962	mwales1	Oak Hills	150
2963	leul	A-tech	150
2964	aorex	Mililani high school	150
2965	So basically we're monky	Wando High School, Mount Pleasant,SC	150
2966	123h2411	Cerritos High School	150
2967	Kiri	Hazen Senior High	150
2968	LukeJanoschka	Acadamies of Loudoun	150
2969	lk3ssaf	Upper Arlington High School	150
2970	ugly	Parker, Chelmsford, MA	150
2971	NotReady	Rocklin High school	150
2972	J0SEAlvarez	Oak Hills	150
2973	Pauk27	Menlo-Atherton High School	150
2974	BananaPantsFOV	Rockwell	150
2975	lobby	All Saints Academy	150
2976	anishkashyap03	Mission San Jose High School 	150
2977	MSJ FRESHMEN	Mission San Jose High	150
2978	adamk	Oak Hills High School, Oak Hills, CA	150
2979	SuperNurds	San Pasqual High School	150
2980	ImADave	Armstrong jr/sr High School	150
2981	triangles	East Brunswick High School	150
2982	Superultramike	Springfield Township High School	150
2983	ajmarchev	East Brunswick High School, East Brunswick, NJ	150
2984	Slayer69	Choctaw High School	150
2985	alike	East Brunswick High School, East Brunswick, NJ	150
2986	Ruthless	Lincoln High School	150
2987	kaizilla5	Cerritos High School	150
2988	armandsor	cerritos high school	150
2989	rohanpratap	cerritos hs	150
2990	tristan123	cerritos high school	150
2991	therealdomsalam1	palos south	150
2992	StrangerBOB64	Countryside High School	150
2993	joannekim0713	Cerritos High School	150
2994	popthestar	Day Creek Intermediate 	150
2995	bleepblop	Pittsburg High School	150
2996	UncleTj	Cerritos High School	150
2997	Lasagnacasserole	Pittsburg high school	150
2998	ProplaysPiano	Cerritos High School	150
2999	Egoldman21	Bristol Plymouth, Taunton, MA	150
3000	levelup	long island Lutheran  	150
3001	xHackersX	East Brunswick High School	150
3002	Coyotes	Daycreek Intermediate	150
3003	The Boys	Carlsbad High School, Carlsbad California	150
3004	The Big Test Icicles 	West Allegheny High School	150
3005	bigfellas	Richardson HIgh School 	150
3006	FilipNG	Lincoln Academy	150
3007	MrMallets	Twin Lakes	150
3008	GlitchKing	lincolnacademy LA	150
3009	bkballer123	highlandpark senior high	150
3010	kidpres35	LuHI	150
3011	WillieF	Pittsburg High School	150
3012	babycheeks102	marshall high school	150
3013	Leojo	Poolesville High School, Poolesville, MD	150
3014	1041273	South High, Torrance CA	150
3015	yeete	South High School	150
3016	1013614	South High School	150
3017	1032898	South High School, Torrance, CA	150
3018	undefeatedmast	Panther Creek High School	150
3019	Kevin's Fan Club	South High School	150
3020	Fletcher Fleas	Fletcher, CA	150
3021	Users United	Cerritos High School	150
3022	Tatvik2000	Cerritos High School	150
3023	JoelH	Sandpoint High School	150
3024	samangan22	West Allegheny High School 	150
3025	general journal 	West Allegheny High School	150
3026	gDub2k18	SouthWest Career Academy	150
3027	aboynamdsue	South Western Career Academy	150
3028	MoeGoCraaazy45	South-Western Career Academy	150
3029	a team	Vandegrift High School	150
3030	Memory Leak	Countryside Highschool	150
3031	nroberts22	west allegheny high school	150
3032	tessa15	Lincoln High School, Lincoln, AL	150
3033	Rialto High School	Rialto High School	150
3034	TylZ	Lake Region High School ME	150
3035	ramz04	Day Creek Intermediate	150
3036	pickleface	day creek intermidiate	150
3037	chilldude	Lake Region High School	150
3038	TeamName123	lincoln high school	150
3039	MatthewTorres	Day Creek Intermediate	150
3040	zelda	milpitas high  	150
3041	Ty440	Lake Region Vocational Center	150
3042	Gabe	lake region  high school	150
3043	rubixbits	Santa Fe Prep	150
3044	01110000 01101001	West Leyden 	150
3045	AntiSummoner	Albany High School	150
3046	TheDude98	West Allegheny High School	150
3047	team1	west allegheny	150
3048	elite	west washington	150
3049	WizardLEzard	Grissom 	150
3050	L_I_have_nothing_L	Riley High School	150
3051	sniper︻デ═一	West Washington 	150
3052	Clawesome	Stoney Creek High School, Rochester, Michigan	150
3053	hhs1234	Homestead High school, Cupertino, California	150
3054	Egg	Southwest Highschool	150
3055	clee	Cerritos High School	150
3056	1040690	South High School Torrance	150
3057	im_stupid_yessa	kapolei high school	150
3058	AndrewBerde	Princeton High School	150
3059	Hunterdoyle1	matoaca high school	150
3060	ATTACK HELICOPTERS	Matoaca	150
3061	SlitherGriffinclaw	Cerritos High School	150
3062	Team Retro	Cerritos High School, Cerritos, CA	150
3063	OLOji1	Cerritos 	150
3064	Blunter24	Cerritos High School	150
3065	xxx_123_iefoa	Upper Arlington, OH	150
3066	Monkey	Leadership	150
3067	STICKFIGUREFLEXER	Timmy Track Kid	150
3068	webbphenom	SJLA	150
3069	xgoldenrangerR6	San Jacinto Leadership Academy	150
3070	succmydiccaviandgab	Amador Valley High	150
3071	RoyalScorpion1009	SJ Leadership Academy	150
3072	NoobsRUs	Francis Polytechnic High School	150
3073	testingpico	fairfiew	150
3074	Vanra	Deep Run High School	150
3075	ObsidianParadox	Wilsonville High	150
3076	Phishermen	Warwick high school, Lititz, PA	150
3077	The Schwickerpicks	Hershey Middle School	150
3078	JOEDABRO	Jackson Memorial High School	150
3079	Owensbe	Memorial, Jackson, NJ	150
3080	GeorgeHanakis	Jackson Memorial	150
3081	Konrad	Jackson Memorial High School	150
3082	Phineas19	Jackson Memorial 	150
3083	SkyeJ	Jackson Memorial High School, Jackson, NJ	150
3084	BronxBombers13	Jackson Memorial High School, Jackson NJ	150
3085	Strangely Awesome Trio	Bluesprings Freshman Center	150
3086	XxGravediggerxX	Day Creek Intermediate	150
3087	21chenannie	Brenham High School	150
3088	Hack3rmanFrank0	Tumwater	150
3089	BenJGres	Tumwater High School	150
3090	AdelantoBois	Adelanto High School	150
3091	3093133MP	Matoaca 	150
3092	CyberSecurePeople	Tumwater high	150
3093	Bobbys	Cajon High School	150
3094	The Rowrs	ICS	150
3095	ajmartinez1311	Dublin High School, Ca	150
3096	munchi	Texas Academy of Math and Science	150
3097	Nete	Strath Haven High School	150
3098	ACryingBoy	Strath Haven High School	150
3099	gmc	Strath Haven High School, Pa	150
3100	jxalvelo	Roosevelt high school	150
3101	liquidtrix	BlueSprings Freshman Center	150
3102	MIGHTBEGARRETTB	Strath Haven High School	150
3103	TheBigRichard	Strath Haven	150
3104	Rarmond	Roosevelt,IL	150
3105	jacobNielson	american Fork High School	150
3106	Cybee Riders	roosevelt high school	150
3107	cglopez1	Roosevelt Highschool	150
3108	benava	Roosevelt highschool	150
3109	jrivera163	Roosevelt 	150
3110	resnikoffic	Highlands Ranch High School	150
3111	zcook7757	DATA	150
3112	Brown Town	Wootton HS	150
3113	tzirkle	Palmetto Scholars Academy	150
3114	YoloGuy1	Dublin High School	150
3115	SamHenke	Carl Albert High School, Midwest City, OK	150
3116	tcruz64	Sandy Grove Middle School	150
3117	cjones85	Sandy Grove Middle School	150
3118	edwinalchimist	sandy grove middle school	150
3119	real guys	SandyGrove middle school	150
3120	ProHaxor	Princeton Highschool	150
3121	The flash	Sandy Grove Middle school	150
3122	The flash 	Sandy Grove Middle School	150
3123	purpleblueskys	sandy grove middle school	150
3124	cross08	Elsinore High	150
3125	Shrek	Elsinore High School	150
3126	Chackaoofka1985	Elsinore High School	150
3127	VinceMorilla	Elsinore High School	150
3128	ankurtheboi	Elsinore High School	150
3129	EdgarBravo	Elsinore high school	150
3130	Truecalico	Deer Creek High School	150
3131	WeWon'tWin	Hazelwood West Highschool, Hazelwood, MO	150
3132	ashtron	Ashwaubenon High School	150
3133	Zkblue27	Ashwaubenon	150
3134	darsus1	Niles West	150
3135	FeldGen	Del City High School	150
3136	roblesg20	West High School	150
3137	Dragonfire98	Moody Middle School	150
3138	Elizabeth1003	Padua Acaademy	150
3139	memperado1717	Roosevelt High School	150
3140	TheDynamicDanPony	Redlands East Valley	150
3141	AgitatedAxolotl	Redlands East Valley	150
3142	team 5	alta	150
3143	17+12	Alta	150
3144	Team NOR	Alta	150
3145	AltaPythons	Alta	150
3146	MitchVick	Alta	150
3147	7VocanaMayaAltaHS	Alta High School, Sandy UT	150
3148	FURRY FANDOM	alta	150
3149	SaulTNutz	Alta HIgh School	150
3150	Gioeast	Renlands East Valley, California,Ca	150
3151	wesley	redlands east valley	150
3152	AgentG	Redlands East Valley High School	150
3153	Nick	Redlands East Valley	150
3154	estebeans	Redlands East Valley	150
3155	Lions ABC	San Jacinto Leadership Academy	150
3156	Rawwr123	Southside Family Charter School	150
3157	BaviBBaman	Fallbrook High School	150
3158	rrrr	fff	150
3159	Nhair6	Blair Oaks High School	150
3160	CollinB62	Blair Oaks High School	150
3161	tmartin11	Blair Oaks High School	150
3162	BHoelscher	Blair Oaks High School	150
3163	ShooterMcGavin	Blair Oaks 	150
3164	Mussolini's Gremlins	San Ysidro High School	150
3165	CatsNeverFiretruckDinosaurs	San Ysidro High School	150
3166	mrIsaiah	barstow high school	150
3167	salomon	alta	150
3168	1WaddellRylanAltahs	Alta high school	150
3169	kwies	ALTA	150
3170	saitejas	brenham high school	150
3171	raydical5	Tamanend, Warrington PA	150
3172	AlexisKSzumecz	Cajon High School	150
3173	Koss	Bergen County Academies	150
3174	adamyathegreat	Sharon Middle School	150
3175	yourface	alta high school	150
3176	osu dancers	Alta high	150
3177	aparr16	alta high school	150
3178	skully0990	Alta Highschool	150
3179	Hvo9670	Alta high school	150
3180	dyland2407	Ronan, Montana	150
3181	1048991	south high school, Torrance, CA	150
3182	AgentUnknown	Stacey Jr/Sr high school	150
3183	EVERYTHINGBLACK	Eastlake high school 	150
3184	elective in daycreek	Day Creek Intermediate	150
3185	The Piano Men	Doral Academy 	150
3186	firstsintax@gmail.com	Suncoast High School	125
3187	20perryc	Long Island Lutheran 	125
3188	teampb	Burlington Twp HS	125
3189	ivansosky	Twin Lakes high school monticello, IN	100
3190	The ark	sandy grove middle school	100
3191	batman007	Mt.Vernon High School	100
3192	twin lakes	twin lakes Monticello Indiana 	100
3193	SUP CUZZZZZ	Twin Lakes High School Monticello, IN	100
3194	HotChiliPeppers	West High School	100
3195	diamonddancers	west high school	100
3196	Ja23790	East Leyden HighSchool	100
3197	rbreidegam21's Team	West Allegheny	100
3198	zach12345	countryside High school	100
3199	acne	Algonquin Regional High School	100
3200	hypocritical	countryside high school	100
3201	landynn	midway High School	100
3202	Bandy	Springfield Township Highschool	100
3203	BeterBoi	West Allegheny 	100
3204	SebastianSaavedra	Cerritos	100
3205	Nihaalahmed	Cerritos High	100
3206	FORTNITE	East Brunswick High School	100
3207	Ethanmclaughlin	Cerritos high school 	100
3208	bella123	Cerritos High School, Cerritos CA	100
